id,bleu,nextSentence,shortSafe,internalRepetition,partnerRepetition,externalRepetition,responseType,evalScore
215,0.09925,0.7277486087499999,4.0,0.17500000000000002,0.0,0.0,1,2
216,0.0,0.24896289325,4.0,0.125,0.0,0.0,2,5
219,0.1775,0.7000289235000001,6.0,0.13333333333333333,0.16666666666666666,0.11666666666666665,1,5
222,0.18180000000000002,0.7384920754000001,5.0,0.08,0.02,0.02,1,5
223,0.149375,0.624088306,8.0,0.1375,0.0125,0.0125,1,2
227,0.28081249999999996,0.908638723625,16.0,0.15,0.10625000000000001,0.056249999999999994,1,4
228,0.10028571428571428,0.3903802298571429,7.0,0.1142857142857143,0.0,0.0,1,3
234,0.0855,0.5856078315,12.0,0.10833333333333334,0.0,0.0,1,4
237,0.10979999999999998,0.1762595554,5.0,0.08,0.0,0.0,1,1
242,0.183375,0.9738949836249999,8.0,0.1875,0.0,0.0125,1,4
243,0.0,0.3895555863333333,3.0,0.10000000000000002,0.0,0.09999999999999999,4,3
245,0.127625,0.615016336875,8.0,0.11249999999999999,0.025,0.025,1,2
246,0.10591666666666666,0.6114496396666665,12.0,0.041666666666666664,0.0,0.0,2,2
248,0.1645333333333333,0.7018725307999998,14.0,0.16666666666666669,0.03333333333333333,0.02666666666666667,1,1
249,0.07828571428571429,0.7463938972857141,7.0,0.21428571428571427,0.0,0.014285714285714287,4,3
251,0.34457142857142864,0.8131072127142858,7.0,0.15714285714285717,0.1142857142857143,0.014285714285714287,1,4
253,0.14342857142857143,0.7053925384285715,7.0,0.07142857142857142,0.014285714285714287,0.0,1,5
256,0.04066666666666666,0.48223193477777776,9.0,0.1111111111111111,0.0,0.0,2,1
257,0.078,0.4109021932,10.0,0.06999999999999999,0.0,0.0,10,2
258,0.252,0.8506040985,8.0,0.0875,0.0875,0.0125,1,4
259,0.15988888888888889,0.7435030168888889,8.0,0.17777777777777778,0.08888888888888889,0.03333333333333334,1,4
262,0.15266666666666667,0.8226222476666667,12.0,0.15833333333333335,0.05833333333333333,0.05833333333333333,1,1
263,0.10869999999999999,0.5110347368999999,10.0,0.05,0.0,0.01,1,3
264,0.25339999999999996,0.8189055330999999,10.0,0.15999999999999998,0.07999999999999999,0.09,1,2
267,0.057999999999999996,0.21243200450000002,6.0,0.05000000000000001,0.0,0.016666666666666666,1,3
268,0.2229230769230769,0.7744023066153846,13.0,0.06153846153846154,0.04615384615384615,0.02307692307692308,1,2
269,0.34561538461538466,0.8866952161538463,12.0,0.14615384615384613,0.16923076923076924,0.04615384615384615,1,1
271,0.156375,0.45799579749999997,8.0,0.07500000000000001,0.1,0.0125,1,2
272,0.07771428571428572,0.38502126514285717,7.0,0.18571428571428575,0.014285714285714287,0.014285714285714287,2,2
274,0.0,0.345890939,1.0,0.0,0.0,0.0,4,4
277,0.0885,0.29640076375,8.0,0.09999999999999999,0.0125,0.075,1,2
280,0.027749999999999997,0.4796064490833334,12.0,0.016666666666666666,0.0,0.0,2,4
283,0.2156923076923077,0.7869253946923076,13.0,0.1,0.09230769230769233,0.007692307692307693,1,4
286,0.12445454545454546,0.3144490256363636,11.0,0.15454545454545454,0.0,0.0,1,3
291,0.10128571428571427,0.441188158904762,21.0,0.14761904761904765,0.0,0.004761904761904762,3,2
294,0.21633333333333335,0.7829727832500001,12.0,0.15833333333333333,0.06666666666666667,0.016666666666666666,1,1
295,0.08784,0.32567593844000003,25.0,0.13600000000000004,0.008,0.0,1,3
300,0.2693333333333333,0.8629849435238095,20.0,0.1380952380952381,0.09047619047619049,0.01904761904761905,1,4
301,0.12390909090909091,0.8234610391818183,11.0,0.14545454545454548,0.009090909090909092,0.009090909090909092,1,2
304,0.11329032258064516,0.4011094651290323,31.0,0.14838709677419357,0.019354838709677424,0.009677419354838712,1,3
310,0.14083333333333334,0.5627060823333333,6.0,0.03333333333333333,0.0,0.0,1,2
311,0.219,0.5413039268000001,5.0,0.04,0.16,0.02,1,1
313,0.10066666666666668,0.7272974888333333,6.0,0.11666666666666665,0.016666666666666666,0.0,1,3
314,0.06685714285714285,0.6025062055714285,7.0,0.07142857142857142,0.0,0.0,2,3
321,0.11944444444444441,0.5324260087777778,9.0,0.08888888888888889,0.0,0.0,2,1
324,0.114,0.28782148599999996,16.0,0.10625000000000001,0.025,0.00625,1,3
326,0.12279999999999999,0.6217543953000001,10.0,0.09,0.06,0.01,1,1
327,0.2748181818181818,0.8885922871818182,11.0,0.10909090909090911,0.18181818181818182,0.08181818181818182,2,4
328,0.20417647058823532,0.9685240739411763,17.0,0.18823529411764706,0.03529411764705883,0.0,1,4
331,0.2632857142857143,0.9146043231428571,7.0,0.15714285714285717,0.09999999999999999,0.028571428571428574,2,3
338,0.09852380952380953,0.7114515137619049,21.0,0.15714285714285722,0.01904761904761905,0.004761904761904762,4,3
339,0.18883333333333333,0.7343789271666665,12.0,0.15833333333333333,0.049999999999999996,0.008333333333333333,1,5
340,0.18141666666666664,0.5135013055000001,12.0,0.049999999999999996,0.05000000000000001,0.0,1,2
341,0.14036363636363636,0.34638404190909095,10.0,0.0818181818181818,0.03636363636363637,0.018181818181818184,1,2
342,0.0,0.015516957,1.0,0.0,0.0,0.0,1,1
343,0.16227272727272726,0.709033503030303,31.0,0.1333333333333333,0.02121212121212121,0.0,1,3
344,0.0378,0.3355804628,5.0,0.2,0.0,0.0,1,1
345,0.22946666666666665,0.8013793787333334,15.0,0.22666666666666668,0.08,0.05999999999999999,1,4
347,0.17708333333333334,0.78009412375,12.0,0.11666666666666665,0.05833333333333333,0.06666666666666667,1,1
349,0.18154545454545457,0.7023527950909091,11.0,0.11818181818181817,0.009090909090909092,0.009090909090909092,1,2
352,0.09899999999999999,0.8275856466923077,13.0,0.07692307692307693,0.0,0.0,1,3
353,0.12776923076923077,0.6807619597692309,13.0,0.13076923076923078,0.038461538461538464,0.038461538461538464,1,4
354,0.038,0.725209693,7.0,0.028571428571428574,0.0,0.0,1,4
356,0.19625,0.6844304877499999,12.0,0.06666666666666667,0.15833333333333335,0.049999999999999996,1,5
358,0.10941666666666668,0.6483576877500001,12.0,0.06666666666666667,0.0,0.0,1,4
361,0.165,0.6267692375294117,17.0,0.12941176470588237,0.08235294117647059,0.029411764705882353,1,5
365,0.04414285714285714,0.47298480707142854,14.0,0.028571428571428574,0.0,0.0,1,3
367,0.1089,0.5425551317999999,10.0,0.04,0.01,0.0,1,2
369,0.17375000000000002,0.6202906043499999,20.0,0.13,0.05,0.005,1,5
370,0.17066666666666666,0.8564249872222223,9.0,0.022222222222222223,0.07777777777777778,0.044444444444444446,1,2
377,0.19114285714285711,0.5473856926428571,14.0,0.07857142857142858,0.028571428571428574,0.014285714285714287,1,5
379,0.0922,0.56853444105,20.0,0.05500000000000001,0.0,0.0,2,3
385,0.0,0.297808856,1.0,0.1,0.0,0.0,1,5
386,0.0,0.053876091,2.0,0.1,0.0,0.0,4,1
388,0.04585714285714286,0.5104065062857143,13.0,0.03571428571428571,0.0,0.0,2,5
391,0.06080000000000001,0.26032461259999995,5.0,0.04,0.0,0.0,2,5
394,0.0,0.998880208,1.0,0.0,0.0,0.0,5,1
398,0.09807692307692308,0.646232184923077,13.0,0.06923076923076922,0.02307692307692308,0.0,1,3
402,0.058499999999999996,0.11860968816666669,6.0,0.08333333333333333,0.016666666666666666,0.0,1,4
403,0.0,0.7728027306666667,3.0,0.06666666666666667,0.0,0.0,1,1
405,0.2545,0.602029831,6.0,0.11666666666666665,0.16666666666666666,0.19999999999999998,2,4
407,0.0,0.22039929,2.0,0.5,0.0,0.0,1,5
408,0.07481818181818181,0.3881976089090909,11.0,0.11818181818181818,0.0,0.009090909090909092,1,3
412,0.0,0.1370589887741936,31.0,0.01935483870967742,0.0,0.0,1,5
413,0.24,0.088196926,1.0,0.0,0.0,0.0,5,1
414,0.11890909090909091,0.366661803,11.0,0.10909090909090909,0.018181818181818184,0.018181818181818184,1,1
415,0.1895,0.44361434250000004,6.0,0.13333333333333333,0.016666666666666666,0.016666666666666666,1,5
416,0.07366666666666667,0.24136453666666666,6.0,0.03333333333333333,0.0,0.0,2,1
425,0.08888888888888889,0.5584470734444444,9.0,0.1,0.022222222222222223,0.011111111111111112,1,2
431,0.0,0.4747819755,4.0,0.1,0.0,0.0,4,1
438,0.0,0.048669856,1.0,0.2,0.0,0.0,5,1
443,0.0,0.0319596025,1.0,0.0,0.0,0.0,3,1
444,0.254,0.47156148,2.0,0.0,0.5,0.5,1,1
447,0.044333333333333336,0.3728274591666667,6.0,0.03333333333333333,0.0,0.0,1,1
450,0.1442,0.6648884384,10.0,0.0,0.0,0.0,3,1
451,0.204,0.6837342803333334,6.0,0.06666666666666667,0.049999999999999996,0.016666666666666666,4,1
454,0.08080000000000001,0.7116572125999999,5.0,0.2,0.0,0.0,0,1
457,0.0,0.196803523,4.0,0.05,0.0,0.0,2,1
460,0.0,0.11883509077777779,9.0,0.15555555555555556,0.0,0.0,2,1
461,0.027333333333333338,0.5906382276190476,21.0,0.14285714285714288,0.0,0.0,3,1
463,0.0,0.15878629775000003,3.0,0.0,0.0,0.0,1,1
473,0.2843333333333333,0.725451852,3.0,0.20000000000000004,0.19999999999999998,0.13333333333333333,0,1
474,0.0,0.0676142555,2.0,0.1,0.0,0.0,4,1
477,0.03428571428571429,0.5660020784285714,7.0,0.07142857142857142,0.0,0.0,1,1
481,0.0,0.12015234933333334,3.0,0.10000000000000002,0.0,0.0,4,1
485,0.0,0.998819649,2.0,0.0,0.0,0.0,5,1
486,0.0,0.07913179,1.0,0.0,0.0,0.0,2,1
487,0.0,0.8993472456666667,3.0,0.0,0.0,0.0,2,1
493,0.053714285714285714,0.4370735061428571,7.0,0.07142857142857142,0.0,0.0,1,2
500,0.12,0.112221388,2.0,0.0,0.0,0.0,6,1
503,0.19260000000000002,0.6966056383,10.0,0.0,0.05,0.02,1,1
511,0.16466666666666666,0.926328202,3.0,0.2333333333333333,0.0,0.0,0,4
512,0.2048888888888889,0.847413020111111,9.0,0.10000000000000002,0.05555555555555555,0.06666666666666667,4,3
513,0.19644444444444445,0.6607296632222223,9.0,0.07777777777777778,0.05555555555555555,0.011111111111111112,1,4
514,0.14855555555555555,0.7132726887777777,9.0,0.022222222222222223,0.0,0.0,1,3
515,0.16072727272727272,0.9079581281818182,9.0,0.15454545454545454,0.0909090909090909,0.018181818181818184,1,5
523,0.16335714285714284,0.6811147286428572,14.0,0.05714285714285714,0.1,0.0071428571428571435,1,2
524,0.159,0.7323929261428571,7.0,0.1,0.014285714285714287,0.0,1,5
531,0.14677777777777778,0.7597454135555555,9.0,0.05555555555555555,0.022222222222222223,0.011111111111111112,1,2
535,0.0,0.3724434376666667,3.0,0.0,0.0,0.0,3,1
538,0.21469999999999997,0.7833581462,10.0,0.14,0.1,0.07999999999999999,1,4
541,0.043300000000000005,0.6649104326999999,10.0,0.06999999999999999,0.0,0.0,1,4
553,0.14123076923076922,0.8192935439230769,12.0,0.06923076923076922,0.07692307692307693,0.0,1,4
557,0.06214285714285713,0.8377268640000001,7.0,0.1,0.0,0.0,1,3
558,0.101,0.7015504319000001,10.0,0.11000000000000001,0.02,0.01,1,4
567,0.0885,0.4817781093000001,10.0,0.11000000000000001,0.02,0.01,1,1
569,0.10873333333333333,0.6658360790666665,15.0,0.02666666666666667,0.020000000000000004,0.0,1,4
570,0.14100000000000001,0.6996030164,5.0,0.06000000000000001,0.02,0.02,1,4
571,0.17957142857142858,0.7071389932857143,6.0,0.08571428571428572,0.028571428571428574,0.014285714285714287,1,4
573,0.1055,0.839086596,8.0,0.22500000000000003,0.0,0.0,4,4
577,0.20085714285714285,0.9288089785714286,7.0,0.12857142857142856,0.17142857142857143,0.042857142857142864,4,2
579,0.16554545454545455,0.6713991476363635,10.0,0.12727272727272726,0.05454545454545454,0.0,1,5
581,0.1787,0.5658177272,10.0,0.16999999999999998,0.02,0.01,4,3
584,0.035111111111111114,0.42377099122222217,7.0,0.03333333333333333,0.0,0.0,1,5
586,0.08005,0.44137300745,19.0,0.045,0.03,0.02,1,5
587,0.14275,0.6992497934999999,4.0,0.15000000000000002,0.05,0.125,1,5
589,0.17433333333333334,0.5220711633333334,5.0,0.049999999999999996,0.0,0.016666666666666666,4,5
590,0.166875,0.5993350425,8.0,0.1,0.025,0.0125,1,3
593,0.0,0.012832173,1.0,0.0,0.0,0.0,5,1
594,0.02372222222222222,0.5919217733888888,15.0,0.005555555555555556,0.0,0.0,1,3
595,0.0,0.682861934,3.0,0.0,0.0,0.0,5,1
600,0.079625,0.772445052875,8.0,0.075,0.025,0.0125,8,5
604,0.127,0.758346868,11.0,0.13333333333333333,0.025000000000000005,0.0,1,3
606,0.16178571428571425,0.7463546438571429,13.0,0.09285714285714286,0.05714285714285715,0.10000000000000002,1,2
607,0.0,0.082035929,1.0,0.0,0.0,0.0,1,5
608,0.17611111111111113,0.7529416187777778,9.0,0.1,0.1111111111111111,0.011111111111111112,1,3
610,0.11796153846153846,0.4977242683461539,26.0,0.06923076923076923,0.057692307692307696,0.0038461538461538464,1,4
612,0.064125,0.531759130375,7.0,0.30000000000000004,0.025,0.0,1,2
614,0.08900000000000001,0.46174457925,7.0,0.175,0.025,0.0125,1,2
616,0.00496875,0.7853045463750004,32.0,0.00625,0.0,0.0,5,1
617,0.16042857142857142,0.828972065,7.0,0.14285714285714285,0.07142857142857142,0.05714285714285715,1,3
619,0.0,0.3198345115,2.0,0.1,0.0,0.0,1,1
623,0.13371428571428573,0.7716598217142857,7.0,0.1142857142857143,0.028571428571428574,0.014285714285714287,1,3
627,0.0,0.5156100915,2.0,0.05,0.0,0.0,1,5
629,0.1588,0.805195722,5.0,0.1,0.1,0.12,2,1
630,0.0,0.0158161655,2.0,0.0,0.0,0.0,4,1
631,0.12233333333333334,0.667810117,3.0,0.0,0.06666666666666667,0.13333333333333333,2,5
633,0.21166666666666667,0.5281740735000001,6.0,0.08333333333333333,0.11666666666666665,0.08333333333333333,1,2
634,0.2772857142857143,0.861424579142857,14.0,0.1142857142857143,0.14285714285714285,0.06428571428571428,1,3
636,0.31920000000000004,0.673013427,5.0,0.2,0.13999999999999999,0.08,2,2
637,0.09333333333333334,0.4602544436666667,6.0,0.0,0.0,0.0,2,2
642,0.15122222222222226,0.5969941653333334,9.0,0.03333333333333334,0.022222222222222223,0.0,2,2
643,0.09516666666666666,0.6790475770000001,5.0,0.08333333333333333,0.0,0.0,1,4
644,0.14512000000000003,0.6952219512,25.0,0.11200000000000002,0.004,0.0,1,2
645,0.17370000000000002,0.5933256875999999,10.0,0.04,0.08,0.030000000000000006,4,3
646,0.13188888888888886,0.7003234198888889,8.0,0.07777777777777778,0.06666666666666667,0.022222222222222223,1,3
647,0.0248,0.1463806108,4.0,0.2,0.0,0.0,1,2
650,0.1295714285714286,0.7836609728571429,7.0,0.08571428571428572,0.028571428571428574,0.042857142857142864,1,4
651,0.0,0.265603632,1.0,0.0,0.0,0.0,1,1
652,0.1526451612903226,0.7433405073870969,30.0,0.10645161290322581,0.01935483870967742,0.012903225806451613,1,2
653,0.12954545454545455,0.5246797596363638,11.0,0.13636363636363635,0.018181818181818184,0.0,1,1
654,0.044,0.332239585,8.0,0.0,0.0,0.0,6,3
655,0.0,0.7717772796,5.0,0.16,0.0,0.0,1,2
656,0.0635,0.4829130935,7.0,0.1,0.0,0.01,1,3
660,0.036833333333333336,0.2869087946666667,6.0,0.0,0.0,0.0,1,3
661,0.053200000000000004,0.6941068526,4.0,0.18,0.0,0.02,1,1
662,0.23314285714285712,0.7030571865714287,7.0,0.08571428571428572,0.05714285714285715,0.042857142857142864,4,3
663,0.11,0.6402912544545454,11.0,0.13636363636363635,0.018181818181818184,0.009090909090909092,1,5
665,0.161,0.6932730597142857,7.0,0.31428571428571433,0.1142857142857143,0.27142857142857146,4,3
666,0.38571428571428573,0.9345372915714286,7.0,0.1285714285714286,0.15714285714285717,0.11428571428571428,1,3
667,0.066625,0.64106872675,8.0,0.075,0.0,0.0,1,3
668,0.06733333333333333,0.38528450088888894,9.0,0.05555555555555555,0.0,0.0,3,3
669,0.15560000000000002,0.3608623832,5.0,0.0,0.02,0.02,1,3
671,0.1678,0.984290111,5.0,0.06000000000000001,0.0,0.0,1,5
672,0.11618181818181818,0.4352085187272728,11.0,0.03636363636363637,0.0,0.02727272727272727,4,3
674,0.1065,0.4448622334999999,8.0,0.0,0.0,0.0,4,3
675,0.11739999999999999,0.821681428,4.0,0.18,0.0,0.0,4,2
676,0.07981818181818182,0.6707091184545454,9.0,0.13636363636363635,0.009090909090909092,0.0,1,3
679,0.34299999999999997,0.8428641355714286,7.0,0.1142857142857143,0.2857142857142857,0.09999999999999999,1,3
680,0.0,0.627919212,2.0,0.1,0.0,0.0,1,1
682,0.11457142857142857,0.6407625554285713,6.0,0.19999999999999998,0.028571428571428574,0.042857142857142864,1,3
684,0.09490909090909089,0.4594797428636364,37.0,0.08181818181818183,0.031818181818181815,0.0,1,3
686,0.12112500000000001,0.9177838415,8.0,0.12499999999999999,0.0,0.0,2,3
687,0.09179999999999999,0.5588858186,4.0,0.08,0.0,0.0,1,3
688,0.1368,0.6995286263999999,10.0,0.12999999999999998,0.06999999999999999,0.030000000000000006,1,3
689,0.072125,0.97325104475,8.0,0.09999999999999999,0.0,0.0,1,3
691,0.061111111111111116,0.6889305240000001,9.0,0.33333333333333326,0.0,0.0,1,1
692,0.208375,0.5799052193750001,8.0,0.325,0.1625,0.075,1,1
694,0.06833333333333334,0.266779118,12.0,0.008333333333333333,0.016666666666666666,0.008333333333333333,2,1
695,0.11066666666666668,0.6626967513333334,3.0,0.3333333333333333,0.0,0.03333333333333333,1,1
696,0.1305,0.674570781375,8.0,0.08750000000000001,0.0875,0.0875,4,2
697,0.053375,0.4555209884999999,7.0,0.075,0.0,0.0,3,3
698,0.12569387755102046,0.8100699735102042,43.0,0.1163265306122449,0.024489795918367346,0.0,1,2
699,0.23136363636363635,0.7811592028181817,11.0,0.18181818181818185,0.05454545454545454,0.009090909090909092,3,1
701,0.2013846153846154,0.46039830669230775,13.0,0.015384615384615385,0.0923076923076923,0.007692307692307693,1,2
705,0.05533333333333334,0.569371745,2.0,0.16666666666666666,0.0,0.0,1,2
706,0.13233333333333336,0.6651746766363635,33.0,0.09393939393939395,0.09090909090909091,0.015151515151515152,1,2
707,0.1829090909090909,0.5703393643636365,11.0,0.1,0.1,0.07272727272727274,1,5
708,0.06844444444444445,0.5064928393333334,9.0,0.2222222222222222,0.0,0.0,3,3
709,0.12933333333333333,0.3501653078888889,9.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,1,3
711,0.13516666666666668,0.3115280257083333,23.0,0.2041666666666667,0.07916666666666666,0.0375,1,1
712,0.13627777777777778,0.5920231772222223,18.0,0.08888888888888889,0.08888888888888889,0.03333333333333333,1,4
713,0.24641666666666664,0.8346677274166668,11.0,0.049999999999999996,0.08333333333333333,0.06666666666666667,1,2
714,0.17122222222222225,0.6904690458888889,9.0,0.20000000000000004,0.05555555555555555,0.022222222222222223,1,2
715,0.103,0.8525525035,2.0,0.1,0.0,0.0,2,1
716,0.2934,0.9666963935999998,5.0,0.27999999999999997,0.2,0.04,1,4
717,0.122375,0.306471807125,8.0,0.15000000000000002,0.025,0.025,1,2
718,0.09247999999999999,0.61270025992,24.0,0.068,0.02,0.004,1,4
719,0.168625,0.53390798075,8.0,0.05,0.0375,0.0,1,5
720,0.22407142857142856,0.7284080332857144,14.0,0.08571428571428572,0.10714285714285714,0.05714285714285715,5,2
721,0.0,0.439508773125,16.0,0.08125,0.0,0.0,6,1
722,0.3415000000000001,0.9983553984999999,6.0,0.0,0.11666666666666665,0.049999999999999996,1,2
723,0.473,0.89786313475,4.0,0.0,0.25,0.15000000000000002,5,1
724,0.2781666666666667,0.7319733512500002,11.0,0.15000000000000002,0.14166666666666666,0.05833333333333333,4,5
726,0.0,0.6097314256666667,3.0,0.16666666666666666,0.0,0.0,1,1
731,0.057624999999999996,0.45162850800000004,8.0,0.05,0.0,0.0,2,1
732,0.1472857142857143,0.5781665922857143,7.0,0.2571428571428571,0.14285714285714285,0.12857142857142856,1,1
733,0.0,0.491162688,0.0,0.0,0.0,0.0,1,1
734,0.0,0.719489455,1.0,0.0,0.0,0.0,1,1
735,0.0,0.094640516,1.0,0.0,0.0,0.0,1,1
736,0.047,0.5397080933636363,11.0,0.009090909090909092,0.0,0.009090909090909092,2,2
738,0.06441666666666668,0.5856878786666666,12.0,0.03333333333333333,0.0,0.0,1,5
739,0.030545454545454542,0.5510190928181818,11.0,0.02727272727272728,0.0,0.0,1,1
740,0.1125,0.560068346,8.0,0.1625,0.0,0.0,1,2
741,0.1795,0.522887679,2.0,0.0,0.0,0.0,1,5
742,0.0,0.19523592379999996,5.0,0.0,0.0,0.0,2,1
743,0.026666666666666665,0.471525089,8.0,0.07777777777777778,0.0,0.011111111111111112,2,1
748,0.0,0.14190790550000001,2.0,0.0,0.0,0.0,1,1
749,0.0,0.040988933,1.0,0.0,0.0,0.0,6,1
750,0.0,0.44541740399999996,2.0,0.0,0.0,0.0,1,1
751,0.0,0.2092897595,2.0,0.0,0.0,0.0,1,1
752,0.266,0.98330611,1.0,0.0,0.0,0.0,1,1
753,0.0,0.31452151899999997,3.0,0.20000000000000004,0.0,0.0,1,1
754,0.0,0.5146781205,2.0,0.0,0.0,0.0,5,1
756,0.0,0.5146781205,2.0,0.0,0.0,0.0,5,1
757,0.0,0.451335102,1.0,0.5,0.0,0.0,2,1
758,0.0,0.5146781205,2.0,0.0,0.0,0.0,5,1
760,0.2355,0.6350617223,10.0,0.06,0.16,0.10999999999999999,1,5
761,0.0,0.487812265,2.0,0.0,0.0,0.0,3,1
762,0.1456,0.6695585370000001,5.0,0.06000000000000001,0.0,0.0,2,1
763,0.031375,0.623587013125,7.0,0.1,0.0,0.0,1,1
764,0.05590909090909091,0.39825131390909085,11.0,0.09090909090909091,0.0,0.0,1,2
765,0.076625,0.42312441525,15.0,0.18125,0.01875,0.0125,1,1
767,0.14222222222222222,0.5310840084444445,9.0,0.07777777777777778,0.022222222222222223,0.011111111111111112,1,2
768,0.14650000000000002,0.769752659,4.0,0.275,0.0,0.0,1,1
